tweets_text,type
What are some things that you shouldn't say at work? — things shouldn’t say anywhere: 1. retarded 2. the n word 3. “that’s gay” 4. rape jokes https://curiouscat.me/yarasara48/post/814145893?t=1552482273,gender
Growing out of bitterness from being bullied in youth has brought me the same joy you mention through bonds with my best gals. Since high school and university my closest friends have been women and it stays true. Proud to bring my girls with me along for any growth 2020 brings!,age
"Heard ppl joke about male rape victims saying ""dude are u serious? A woman *forced* u to have sex?? Are u gay or smthg?"" Disgusting tbh",gender
@paddy_muldoon A male calling a women who is sticking up for gays and rape victims sexist. That's rich.,gender
"That’s the problem. Because the victim is a villain, and unconscious, and “haha it’s a gay joke”, we’re supposed to think sexual assault is okay. Rape is okay as long as it only happens to criminals, right?",gender
Teenagers in #BLACK_LIVES_MATTER need to understand what u stand with colored is a racial backslash of multi cultural racism not just blacks but all walks of life u continue u could be ended up on jail time,ethnicityandrace
"Niggas be like “females this, females that” like.. just call me a bitch so we can fight",gender
Hey guys so I just published my FIRST post on the blog as an out of the closet gay Christian woman! This is a story I have struggled with for 5 YEARS. All the love and support is appreciated right now. Thank you. If you wanna read my post: http://Lifeofagot.com,religion
".@MarkusLenz15 @NotChrisSmith When was she good?  I confuse her and ten other women, which is why their pay is lower BTW. Supply vs. Demand.",gender
"if you make any of the following jokes i will unfollow you suicide, depression, gay, rape, racist, cancer",gender
"It 's called BDSM dummy, ask Alan Roger Currie, your mother-in-law and people like that, typical white lawyers,Doctors and judges and uppity Negros shit.",ethnicityandrace
"The @HanoverCountyVa Chair Canova Peterson calls local school board ""biggest bully"" for changing confederate school names. I'd urge him to read https://www.instagram.com/blackathanovercps/ for bullying children experience in Hanover County schools.",age
Gandhi would have definitely hated Muslim Bigot called Saba Naqvi. You should focus on educating yourself. Idiots like you are just literate but not educated.,religion
"Your generalizing. This is way deeper than it needs to be if a guy wanted to call somebody a bitch, they would’ve. If they wanted to overshadow a female, they would’ve. Like I get your point.. but I feel like it’s being excessively over thought about.",gender
"Gun was flipping through an old album in a rusty vintage shop when he saw this photo. But whyâ€”did the man look so much like Off Jumpol, the bully he hates in school?",age
Useful idiot. Muslim ban was real. Tax cuts for the wealthy. Environmental policies that pollute. White power. Do you see what we see or is it a cult.,religion
"Chappelle just did stand up making tranny, gay, and rape jokes. Hart wouldn't even try to do that because of his brand.",gender
To anyone confused: I shared this image to show how rancid and vile the fandom can be. The amount of dirty-disgusting black niggers I've been called since I've been on drag race?...exceeded my expectations.,ethnicityandrace
@KendraKensingto fuck u. dumb nigger dick lover,ethnicityandrace
"I am offended though. I am offended because y'all really think a not clear brown book is automatically the Quran. My holy book. Girl, My Quran is GREEN!! istg they're not all brown and old. and you idiots who aren't even Muslim or Christian have no right to say we are offended.",religion
HAHAHAHAA JUST FOUND A GIRL WHO BULLIED ME IN HIGH SCHOOL FOR BEING BI AND NOW SHES A FUCKING LESBIAN AHAHAHAHAHAH WHAT THE FUCK,age
@AnGeLa_lYnN_ im saying black ppl are disgusting :D i would know i have a few niggers in my family :D,ethnicityandrace
"RT @DanyAllStar15: yeah, UCONN women's basketball team didn't score 50 in '07 not even fuckin close... idiots",gender
"Newsflash! None of those FOLKS are Christians, if they support Trump the Antichrist. They are brainwashed, radical, religious frauds. God &amp; His Son Jesus, don't, support Trump or the Evil Repulsivecans. My assessment of those Cult45 worshippers, is backed up by the New Testament.",religion
"@LaraSpencer @GMA @ABCNetwork What a pathetic excuse for an apology. You didn't just giggle, you shamed and bullied a boy for liking dance. It was like mean girls in high school. NO WAY you believe what you just said. Grow up!",age
"My ex wife is Fluent in French, whenever she speaks it, white people always ask stupid questions â€œWhere are you from? America, Are your parents Haitian/ Africans? No. Where did you learn French? In high school &amp; college. Why did you learn French? Because I wanted to ....",age
"Just a reminder, it's absolutely disgusting to see the same people who would prank call me saying  Âwasup nig Â, throw food at my friends and I at lunch while making monkey noises, and tweet  Ânigger Â as if it's a joke ACT as if they care about Black lives please FUCK OFF.",ethnicityandrace
This is what happens in Muslim majority powers. You idiots have no idea.,religion
@EazyBoyJoe u dumb nigger ur gonna learn not to run your mouth. Ima beat the fuck outa you.,ethnicityandrace
This mob killed two police man it is ok but we don’t speak about Islamic terrorism bcz we r majority in India but u u people never see in ur own country minority shame on u propaganda makers,religion
"@SumbelinaZ @TIB2016 @IronmanL1 @Hatewatch Nobody said anything about Jews, racist.  We are talking about Islam and Muslims here.",religion
me being attracted to girls vs girls who are pretty but they look like they wouldâ€™ve bullied me in high school. the big battle,age
canâ€™t sleep thinking about the fact that if four freshmen decided to form a girl group called the cheetah girls in high school they probably wouldâ€™ve been bullied irl,age
"â€œI was 7 years old when my dad got out of prison. If he hadnâ€™t gotten deported, he still wouldâ€™ve had the chance to see me grow up. Maybe he wouldâ€™ve been a protective dad who confronted the parents of my middle school bullies.â€ â€” @blanca__star",age
"RT @ahall012 If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",gender
"not this dumb bitch really called acid and graphic design weird white people things... as a nigger heavily invested in both, bitch fuck you",ethnicityandrace
"First - be careful with calling me stupid. It seems you are the idiot. Second: You should know, that the statistics dealing with antisemitic offenes are incorrect. Every case that is not completley clear (which are Most) is counted as extreme right. Even those done by muslims.",religion
"Older people are quick to say that a parent didn't hit their child enough if a younger individual is outspoken, then turn around and hypocritically chastise school bullies who mirror the same beating sentiment they adopted from their parents. You #boomers are confused.",age
"There was a rumour that a one kidâ€™s mum was a witch. Kids were scared of her. But once when I was running home scared because bullies had said they were going to get me after school, she came out of the entrance to the woods, told me â€˜theyâ€™re not going to get youâ€™ and hugged me.",age
"Isis tho is a political terrorist organization that hides behind Islam to justify murder even tho they don’t follow the Quran, big difference.",religion
"May you take me seriously please? I am very pissed off at this law enforcement agency. I am a Zionist. I only support Deputy Sheriff's that are Christians, Jews, or Islamic but I do not tolerate radical Islam. I tolerate Islamics because the prophet Muhammad told them to...",religion
George W bush=4 trillion in debt after 8 years... Stupid nigger=16 trillion in not even 5... Good job dumb fucks #welfarebums,ethnicityandrace
Y'all say you want good female characters then shit on them for daring to not be perfect and blame them for everything even when it's not their fault and call them a bitch or a slut or a whore for expressing human emotions and complain that their boobs are too small and—,gender
"Im going to vote for you even after your  Å“u ain 't black if Â slip up. Also, the last question; you went straight to the police instead of white supremacy. We have colored good cops. She asked about ending systemic racism not police brutality? However I agree about prison reform.",ethnicityandrace
If anything you'd think the Black's would stand up and speak out but no y'all literally love playing the victim in a equal world y'all know absolutely nothing of what real racism is Taking About past pains what y'all fail to understand is its there to learn from not manipulate,ethnicityandrace
Yo Fuck you u dumb ass White nigger I fucked ur mom @JanksKnife,ethnicityandrace
that doesnâ€™t look like a girl that got bullied and ate in the bathrooms in high school. she is a bullshit liar and she even claimed that she didnâ€™t start the alayah drama but SHE DID,age
Who are you?? All world suffering from terrorism so first u stop your Islamic terrorism than think about India ...,religion
"The thing is @greggutfeld Radical Christian Good Sleep Providers support heads; they don’t remove them. To become an Austere Religious Scholar you must first set others on fire--with matches, not preaching. Eh, @washingtonpost?",religion
Who was responsible for convincing these girls they were so pretty? #MKR,gender
RT @D_Copee Call me sexist but I don't trust woman drivers .. Or atleast the woman in my family,gender
"You are a liar. As a Sunni Muslim, l pray regularly in Ahmadi mosques near me in downtown Toronto. I have always felt welcome. During every month of Ramadan, we brought food at the mosque to have Itfar together. Stop spreading hatred against Ahmadis. Espèce d'intolérant idiot.",religion
"Damn dude, you disgraced yourself today. If most Americans had the audacity to call their female co-workers a “fucking bitch” they’d be fired immediately.",gender
"I'm very concerned about people saying ""MashaAllah"" to ""Muslims"" who go against Islam teachings.. no it's not what Allah wants you idiot",religion
@nbanks6u u are the biggest loser if vthat was my car i would come out and personly kick your ass dumb nigger yeah i said u fuck,ethnicityandrace
"I donâ€™t think I ever heard the term â€œgamer girlâ€ until after high school either, so I was never bullied for that as a teen",age
"RT @brian_day15: I swear, I'm not sexist, but I honestly just cannot stand the woman college football announcer on ESPN2",gender
"BITCH FUCK YOU AND YOUR WHOLE ENTIRE LIFE. CHOKE ON A DICK AND I HOPE YO MAMA DIE. BITCH !!!!!!!!! ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",ethnicityandrace
RT @SamJags: @MikeSimsWalker FUCK YOU DUMB NIGGER!!!! JAGS SUCK FUCK YOU!!!!!&lt;Wow!,ethnicityandrace
Virtue signalling idiots. Where were you two sisters when child abuse was going on by Muslim men.....in the thousands.? Silent,religion
RT @george3612: @ProudPatriot101 Nick Griffin Exposed the Rape Jihad Way Back in 2004 and the BBC Conspired to Imprison Him.https://t.co/Ke…,religion
WHAT THE FUCK. SOME DUMB NIGGER LEGIT JUST KILLED DESEAN,ethnicityandrace
You’re taking shite. She knows how far she can go. How do you think law abiding peaceful Muslims feel when that idiot is encouraging hatred towards them all? People believe her lies and propaganda. I’m Not going to get anywhere with you because you agree with her.,religion
"White people do not get judged negatively right off the bat when someone walks past you... people of color as in... blacks, mexican, middle eastern.... etc, people NOTICEABLY colored differently than white. thats what racism is. NOT being judged because u have white privilege..",ethnicityandrace
What is that saying” Birds of a feather ............. together “ What happened to Seth Rich good Christian woman? Dead men tell no tales. Right?,religion
It's sad that #RebeccaBlack's mom has to home-school her because of #bullying. Shame on the kids and adults for picking on a child.,age
Same way gay and rape jokes are no longer acceptable.... Change and branding,gender
@goshawty123 yea nigger u a dumb fuck if romney wins ur fucked as a woman hope u know ur a dumb bitch Forreal but u live n learn dumb hoe,ethnicityandrace
"@bradybaggett @LUVSHINECAFE If you like it or not, Islam declared war on all humanity in the Quran 1400 years ago.",religion
"they are the school yard bullies who enjoyed being a bully, that found a job where they got to stay the bully.",age
"RT @Coopster04: @MtBakerTheatre As a mom of daughters, I'm asking if U would call them 'sluts, sexretary or FemiNAZI'? Rush does &amp; you pay …",gender
"if you have to start the sentence with ""i'm not black but"", don't even say anything. we know damn well that hj didn't mean any harm. but that doesn't mean we can't be hurt and offended. what someone does in the past also has nothing to do with now. kq still did something bad",ethnicityandrace
"Jeff was a 13-year-old who moved to a new neighbourhood with his brother Liu and their parents. On their first day of school, they were accosted by 3 bullies named Randy, Keith &amp; Troy, who Jeff brutally beat up after they threatened them with knives. âž¤",age
"BITCH GET PISSED ON!! YA DONE LOST YA MIND HOE! #OBAMANATION @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
If u think that’s what Islam is than u are sadly wrong. You are not educated enough on Islam to talk about it. You cannot believe what u see on tv or read in the paper. Remember there are radical Christians too. But that doesn’t mean all Christians support,religion
RT @jgmason93 Superb parking; couldn't have done a better job myself LOL #womandriver #notsexist #2013writeoff http://t.co/4mqjpCMnDs,gender
anyway last thing i will say: living out your little mean girls fantasy on twitter is by FAR the most pathetic thing you could do. do what the rest of us who got bullied in high school did and get some therapy.,age
"Some people vote for President of the United States like theyâ€™re voting for President of their High School. Theyâ€™re picking the bully who ran as a joke but they find his watching TV on the job while flipping off teachers, janitors, and other students amusing so they roll with it.",age
@GuysPIctures fuck Lincoln dumb nigger. Lover,ethnicityandrace
"Ok Cam & the Panthers lost and all the racist dumb fucks that called Cam a thug and a ""nigger"" won. Game over. Goodnight.",ethnicityandrace
RT @Duhhitsswinkelz: I walk around my school untouchable &amp; all the bitches that don't like me just sit around and hate Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ½,gender
the big bang theory managed to make both a gay joke and a rape joke within the two minutes it was on my tv. comedy!,gender
"Å“@tayyoung_: FUCK OBAMA, dumb ass niggerÂ Â¢ hey cracker go suck a black dick..... nigger that hoe #TeamaOBAMA",ethnicityandrace
"High school was... Something. I got bullied in my first year, I got to experience what it was like to have a boyfriend, and it was the time where I came to realization that I don't only like boys, I also like girls.",age
"Å“@htttpsav: FUCK ALL YOU STUPID BLACK PEOPLE, DUMB NIGGERS UNFOLLOW MEÂ spam",ethnicityandrace
"RT @Coopster04: @AlanNRembosDDS  As a mom of daughters, I'm asking if U would call them 'sluts, sexretary or FemiNAZI'? Rush does &amp; you pay…",gender
Fuck Haiti those dumb niggers expect to get everything given to them that's why they end up with 50000 dead :-)...typical freeloaders,ethnicityandrace
"Shitty Mitty, that you are. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
I had friends at my old school they used me and then i got new friends they left i got new friends they used me a bully turned all my friends agianst me i made one true friend but then moved the next year at my new school i made friends they found me to annoying so they left-,age
I called dibs on kali swag so back the fuck off you dumb niggers. Lol,ethnicityandrace
The word nigger is racist af the word nigga is not racist see the difference dumb fuck,ethnicityandrace
What if she was being a bitch? Why does her being female give her a free pass for any form or scrutiny or verbal lashing? I'd happily call a man or women a bitch/prick if they was acting up.. fuck this world mun people want to be offended for others so much now,gender
: using the word nigger just makes all these white people ignorant disgusting and frankly dumb as fuck. He's the preside - deal w/ it! #BO,ethnicityandrace
@BREEyoutiful_ YOUR LIFE BOUT DUMB AS SHIT NIGGER. FUCK YOUR BUN,ethnicityandrace
To see if something special was keeping him so resilient. They also tortured our albino brothers and sisters  Å“white negros Â as they called them baffles why their skiln lossed it 's melanin over time. Know your history and what they did to us teach your babies,ethnicityandrace
@Vandaliser @sajid_fairooz @IsraeliRegime Muslims didn't invent mathematics.  Greeks and Indians started Algebra before Muslims.,religion
"It's odd you obsess over experiences in primary school like this. In richard dawkins autobiography he spends like, a chapter wondering why he joined in a group of bullies in primary school one time, so you're not alone in that xD",age
The guy who tried to bully me in high school for being gay just got engaged to his girlfriend and then showed up on my Grindr 2 hours later,age
"He is one of the idiot leader of our country, he only knows, how to raise hatred against Muslim minorities, you will find so many example like this, which not only include politicians but also include journalists, actors, scholars and list go on",religion
"You can be a white and be a nigger if you dumb as fuck , the term has nothing to do with race",ethnicityandrace
"All these judgments is all you hear from the media. Ever notice not one somewhatintellectual articleon the effects of his policies? Its a 24/7 bashing contest. And the sheep eat it up, like school kids being deceived by a bully to cause trouble. Wake up, you are being played",age
"If all you are going to do is insult me then there's no point. But, I'll just leave this here. Muslims are not terrorists. Radical idiots hiding behind Islam are terrorists. They've killed more Muslims than Christians. CIA, Killary, Obama ETC funded terrorism.",religion
"A shitty ex bf, a girl who bullied me all through high school, a toxic ex best friend who took advantage of my family and my kindness, just to name a few.",age
"I find it sad that the Fine Brothers are so successful seeing as their channels content used to consist of gay, rape and masturbation jokes.",gender
I can 't do anything about the past. Find me someone relevant who is saying that today and see what happens to them. Also you don 't think there have been Black people saying negative things about white people throughout history? There will always be idiots of every race.,ethnicityandrace
"Now on twitter you can find people supporting and encouraging school shootings because a transgender idiot indiscriminately shot up a school â€œbecause they were bullied â€œ they shot everyone they could, not even just the bullies and people think thatâ€™s great. Twitter is cancer.",age
"straight teenage fuckboys that use the n word, joke about rape, and use gay as an insult are to be avoided at all costs",gender
"Example of Islamic terrorism in North east, two days back incident,u cannot play victim card anymore, because u are exposed after 2014",religion
Yooo what happened to my tweet? Well anyway I followed some girl from high school and she blocked me cause shes a conservative and all I have to say is THANK YOU for doing the work for me. I would have definitely cyber bullied your ass after the first Trump retweet,age
"@FindChaos FFS, American Dad has rape jokes, it's made for adults, the fact it has two white gay men is pretty fricken' tame.",gender
You don't have a problem getting along with girls then? Being bullied by girls in high school doesn't mean you can't get along with them? I was bullied by boys and I still have guy friends... This isn't a reason to avoid women,age
"Fired Å“@ColtyyOG: @TumblrG0d_ why do u even take selfies ur a disgusting nigger, ur so black ur like extra darkskined Â",ethnicityandrace
@ravenmasterson FUCK YOU NIGGER SKANK,ethnicityandrace
"- My Teacher Called Me A Dumb Nigger ! Lml My Response : Fuck You , Ya Old Fat Asss Polar Beear . Lml Got Me 5Dayss Homee !",ethnicityandrace
@AlexGnap1: @FeelMyMusic_843 shut the fuck up you dumb nigger ur gonna be the one takin it deep bet yu wont talk shit bout RMG Or FYF tho!,ethnicityandrace
Also btw this female reporter did call @PressSec a “lying bitch” as she hid behind her cowardly mask - tape don’t lie unlike you @KimberlyHalkett - thing is she’d never have the stones to say it to anyone’s face #Gutless,gender
"Ha ha ha. This should not affect you Rob. Come on, it can be anything from poor choice in wording to negative past experience with black people to truly racist (the ones who hate black for free) Racist is a strong word applicable to the later category. Others are just clumsy",ethnicityandrace
man middle school bullies never change,age
"They're planning on voting in someone that said without orderly integration his kids would grown up in a racial jungle.. and someone that wrote a crime bill that disproportionately effected black men and have them life sentences. So, I wouldn't put anything past them.",ethnicityandrace
"Bullied 4 being arab, bullied 4 having Touretteâ€™s specially from girls they were ruthless in high school the whole neighborhood kids would start shooting me with BB guns every time they see me cuz Iâ€™m Muslim, the scars I had from my tics bullies used that against me. Lotta shit",age
My best friend in 5th grd was mix. Then we got to Jr high and a large group of black girls bullied her to stop talking to me. It hurt my feeling so bad. She would look down if I spoke to her and they would treat her awful. So I just stopped bc I couldn't stand to see it. Sad.,age
"Just because she is Muslim? There are 690 cases registered by Delhi police, nearly 2200 arrested. You seeing a pregnant Muslim woman and being emotional will change nothing. Do you want me to tell you how many of these 2200 are Hindus and Muslims? Riots are riots. Idiot.",religion
How can 5H preach equality & feminism but praise Frankie Grande who makes rape jokes and think lesbians choose to be gay,gender
"I didnt say the man is too fragile to cope with disagreement. It is wise for a *Christian* woman to be respectful of her husband's decisions, even when she thinks she knows better. Often interfering wives never learn how they misjudged and the husband actually was right.",religion
"I don't have to be American to see idiocy & race baiting? I live a country where racism is in constitution, putting me, a muslim, ahead of everyone else! What you have there it's hardly racism, just bunch of hysterical &amp; virtue signalling idiots with police brutality problem!",religion
I canâ€™t believe I let bullies from elementary school stop me from rocking a middle part most of my life,age
The closest thing we have is Progressive policy. Read up on the founding of the Progressive movement. All White supremacists. They created policy like 'The Negro Project' (later called Planned Parenthood) to keep minority births down. The adopted the minimum wage to ensure....,ethnicityandrace
"I'm a muslim,our religion doesn't tell us to go kill people, its the opposite that it tell us. These weird idiots that call themselves ""muslims"" and kill people are absolutely no muslims AT ALL.Islam tells you to live in peace with other religions, opinions and don't push others",religion
@AriesSpears gay jokes and rape jokes on SportsNation today. The opposite of cutting edge and funny,gender
" Å“@Phirruup: Angela, shut the fuck up for once ya dumb whroe bag. Â FUCK YOU NIGGER BITCH.",ethnicityandrace
@alihadi68 @DouglasKMurray @BBCNews @Ofcom @SkyNews @Independent The racist are Muslims who use breeding for population imperialism.,religion
"i judge other people body's in my head sometime, but before high school i used to bully one girl and i regret it ever single day",age
guess I'll just start going in. fuck #whitesupremacy fuck your perception of #WhiteGenocide you dumb ass white niggers just need to die off,ethnicityandrace
"Like, who likes black people? niggers are so disgusting.",ethnicityandrace
@semzyxx @NAInfidels @owais00 The Hadith are real bitch.  I invite anyone to look them up anywhere and prove you are the liar.,gender
@iDrag4RihRih yeah I'll cry but you still wouldn't say that to a nigger face you MUTHAFUCKIN BITCH ! You fake as fuck ! Dumb ass hoe,ethnicityandrace
omfg this nigger dumb as shiitttttt. fuck,ethnicityandrace
"Newsflash....that Evilanglist....is not a Christian. He is a deplorable, radical, ridiculous, religious fraud. Not a Christian bone in his body. Impeachment of thw evil, Orange Antichrist is right &amp; just. Christ would agree with it...and support it.",religion
"@KiblersBits I specifically seek guilds/groups who don’t make rape jokes, or gay/fag == bad/terrible/stupid jokes. Or women == stupid/bad/",gender
"Men are empowered to call female politicians a ""fucking bitch"" when women speak of them hatefully and other women do nothing.",gender
The girl that bullied me the absolute MOST in high school just invited me to â€œlikeâ€ her mental health and wellness page on Facebook bitch Iâ€™m set but thank you lmao,age
"It is about religion!!! The Hindus who are happy you are talking about are not happy because their religion says so, but because they are idiots. Now look at Quraan Surah no 9: Ayat no 113, it says kafirs will burn in hellfire. Muslims are just following their evil religion!!",religion
@yousufpoosuf @RKingLive2Dance @izrinhariri Inciting hatred is central to Islam in order to promote imperialism. http://t.co/kisCI219au,religion
maybe this is one of those reasons your gay prison rape jokes are murderous. https://www.newsweek.com/gay-man-death-row-jurors-thought-he-enjoy-prison-scotus-1392083,gender
"I don't have really ANY straight male friends anymore because of how disturbing the masculine culture in utah is. Being around homophobia, blatant racism/sexism, rape ""jokes""... I only wish i would've spoken up more back then. But for now, i trust the girls and gays ONLY",gender
RT @joysamcyborg: Nazism has revisited Europe..this time in garb of Islam. Wave of Antisemitism hits Europe http://t.co/blWnZAHwP5 http://t…,religion
Mr Hussain ok RSS nothing doing for country but HV u guts to tell something about Islamic Terrorism HV u guts to say Against ZEHAD HV u guts to say Against Obbassi &amp; other leaders who says same language for Ur Kind information NATION IS 1ST FOR US &amp; We all know what is 1st 4 you,religion
"Jihad is the CORRECT Word. Islamic terrorists world over use the same word for their atrocities against humanity. If you want, ask your ummah brotherhood to stop using that word first. @MichaelVaughan",religion
RT @Craigles60Craig: So do you think pink undie skank meth teeth has ever cooked anything before? #mkr,gender
i 'm  Å“colored Â occasionally called a nigger 4 or 5 times a month during work at sfmta do i care if this dude ( Å“closets Â) his racism now....NOPE.... just throw more no hitters,ethnicityandrace
"So! Starting from my childhood, i was bullied from middle school to high school. I was bullied by both guys and girls then. So what made girls scarier?",age
"Why don't you lefty idiots say anything about Blackford, Kinnock, Muslim mayors and police chiefs breaking lockdown rules? They didn't have an autistic child to care for. You're a disgrace to journalism!",religion
"What are you talking about, how can you tell if they are forced or not, you are one of the idiots who just read about the subject and don’t know the truth behind it, they aren’t forced to do so, in fact it is innate in our Muslim’s mind, so mind you business, and be respectful.",religion
Even in Europe attacks were carried out by ISIS for reference Iraq etc part of Europe which were affected by Europe. We are arguing here that Quran don't allow terrorism but you do accept it that Muslims are terrorist and atleast in India all terror attacks are done by Muslims.,religion
in high school my senior class went to Disney &amp; we went to animal kingdom &amp; a bunch of us made our insta captions something like find me where the wild things are but all the popular girls bullied me for â€œcopying themâ€ it was traumatizing,age
Ok so it’s really niggas out here that are asking females to call them “their bitch” during sex and I’m scared,gender
"You guys will drag a young tweep here who is still in High School.. Ayi, I don't know but it makes you look like bullies.",age
Trump is like that big bully in school that throws himself a Birthday party But no kid shows up. #looser,age
"sapulpa: listen, i may be biased cause the time i spent there i was in rehab but the people there suck. sapulpa high is the ONLY school that iâ€™ve been to where iâ€™ve been bullied cause of my appearance. like hello i was sharing 4 mirrors with 11 other girls. i made the risquÃ¨",age
You r ASSOCIATE JIHADI playing Al-Taqiya Emotional-Victimhood-Jihad Bhai-Chara-Jihad+++ for Invaders-Traitors-Predators-Barbarians JIHADI Narpashu-Narpishach-Shaitan-Haiwan-Darinda-Rapist-Terrorist conspiring against Hindus-Hindutva-Hindusthan-Humanity for next HINDU Genocides,religion
Im Bout to Listen To Some White Music Fuck All That Dumb Nigger Music lol,ethnicityandrace
"Please. Let a female reporter call Trump a lying bitch to his face and claim she was compelled by her passion, dedication to god, family and country to do so.",gender
